Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
216,16966,Aaron Ripkowski,GB,FB,14,DAL,8,24,3000,0.1
216,17217,Raheem Mostert,BAL,RB,14,SEA,2,1,3000,0.1
223,16855,Ty Montgomery,GB,RB,13,DET,23,16,3000,0.0
223,17234,Alonzo Harris,GB,RB,13,DET,23,25,3000,0.0
223,15497,George Winn,DET,RB,13,GB,15,11,3000,0.0
223,16966,Aaron Ripkowski,GB,FB,13,DET,23,25,3000,0.0
223,15224,Andre Ellington,ARI,RB,13,LAR,4,17,3500,0.0
223,6828,Chris Johnson,ARI,RB,13,LAR,4,17,4600,0.0
223,17089,Terron Ward,ATL,RB,13,TB,18,8,3500,0.0
223,15202,Mike James,TB,RB,13,ATL,7,30,null,0.0
223,16934,Cameron Artis-Payne,CAR,RB,13,NO,32,29,3000,0.0
223,14821,Edwin Baker,NO,RB,13,CAR,null,null,null,0.0
223,12649,Will Tukuafu,SEA,FB,13,MIN,6,5,3000,0.0
223,13719,Bryce Brown,SEA,RB,13,MIN,null,null,null,0.0
223,12386,Marshawn Lynch,SEA,RB,13,MIN,6,5,6300,0.0
223,16915,Karlos Williams,BUF,RB,13,HOU,10,19,3600,0.0
223,13800,Marcus Thigpen,BUF,RB,13,HOU,10,8,3000,0.0
223,14501,LaMichael James,MIA,RB,13,BAL,null,null,null,0.0
223,9369,Justin Forsett,BAL,RB,13,MIA,29,31,null,0.0
223,16740,Glenn Winston,CLE,RB,13,CIN,5,12,3000,0.0
223,14549,Joe Banyard,JAX,RB,13,TEN,15,4,3000,0.0
223,14687,Bernard Pierce,JAX,RB,13,TEN,15,4,3000,0.0
223,11413,Toby Gerhart,JAX,RB,13,TEN,15,4,3000,0.0
223,11220,Dexter McCluster,TEN,RB,13,JAX,24,20,3000,0.0
223,16668,Carlos Hyde,SF,RB,13,CHI,13,16,3800,0.0
223,11439,Antone Smith,CHI,RB,13,SF,27,28,3000,0.0
223,13063,Taiwan Jones,OAK,RB,13,KC,12,7,3000,0.0
223,11256,Ryan Mathews,PHI,RB,13,NE,14,13,3200,0.0
223,13102,Jordan Todman,PIT,RB,13,IND,23,25,3000,0.0
223,16699,Fitzgerald Toussaint,PIT,RB,13,IND,23,25,3000,0.0
223,13991,Vick Ballard,IND,RB,13,PIT,null,null,null,0.0
223,16965,Josh Robinson,IND,RB,13,PIT,22,2,null,0.0
223,17101,Trey Williams,DAL,RB,13,WAS,13,17,3000,0.0
223,15256,Christine Michael,WAS,RB,13,DAL,9,26,null,0.0
223,15224,Andre Ellington,ARI,RB,14,MIN,10,7,3500,0.0
223,6828,Chris Johnson,ARI,RB,14,MIN,10,7,null,0.0
223,13800,Marcus Thigpen,BUF,RB,14,PHI,26,32,3000,0.0
223,16915,Karlos Williams,BUF,RB,14,PHI,26,19,3600,0.0
223,16668,Carlos Hyde,SF,RB,14,CLE,31,27,3500,0.0
223,16740,Glenn Winston,CLE,RB,14,SF,24,32,3000,0.0
223,16955,Malcolm Johnson,CLE,FB,14,SF,24,32,3000,0.0
223,15497,George Winn,DET,RB,14,LAR,9,26,3000,0.0
223,16928,Michael Burton,DET,FB,14,LAR,9,26,3000,0.0
223,13337,Mark Ingram,NO,RB,14,TB,16,8,6100,0.0
223,14821,Edwin Baker,NO,RB,14,TB,null,null,null,0.0
223,15202,Mike James,TB,RB,14,NO,32,30,null,0.0
223,16178,Bishop Sankey,TEN,RB,14,NYJ,7,2,3000,0.0
223,14421,Isaiah Pead,PIT,RB,14,CIN,null,null,null,0.0
223,13102,Jordan Todman,PIT,RB,14,CIN,4,10,3000,0.0
223,17101,Trey Williams,NE,RB,14,HOU,12,19,3000,0.0
223,2220,Ahmad Bradshaw,IND,RB,14,JAX,28,18,null,0.0
223,14549,Joe Banyard,JAX,RB,14,IND,29,25,3000,0.0
223,13991,Vick Ballard,IND,RB,14,JAX,null,null,null,0.0
223,16965,Josh Robinson,IND,RB,14,JAX,28,18,null,0.0
223,15256,Christine Michael,WAS,RB,14,CHI,13,16,null,0.0
223,15102,Chris Thompson,WAS,RB,14,CHI,13,16,3000,0.0
223,11439,Antone Smith,CHI,RB,14,WAS,17,14,3000,0.0
223,16934,Cameron Artis-Payne,CAR,RB,14,ATL,6,28,3000,0.0
223,17089,Terron Ward,ATL,RB,14,CAR,3,12,3200,0.0
223,13163,Roy Helu,OAK,RB,14,DEN,1,15,3000,0.0
223,17026,John Crockett,GB,RB,14,DAL,8,24,3000,0.0
223,17234,Alonzo Harris,GB,RB,14,DAL,null,null,null,0.0
223,16855,Ty Montgomery,GB,RB,14,DAL,8,5,3000,0.0
223,12386,Marshawn Lynch,SEA,RB,14,BAL,21,4,6000,0.0
223,17016,Terrence Magee,BAL,RB,14,SEA,2,1,null,0.0
223,13719,Bryce Brown,SEA,RB,14,BAL,null,null,null,0.0
223,12649,Will Tukuafu,SEA,FB,14,BAL,21,4,3000,0.0
223,14501,LaMichael James,MIA,RB,14,NYG,null,null,null,0.0
223,16732,Demitrius Bronson,MIA,RB,14,NYG,null,null,null,0.0
1,4807,Adrian Peterson,MIN,RB,15,CHI,15,17,7100,22.5
2,16524,Devonta Freeman,ATL,RB,16,CAR,3,11,7400,20.5
3,11932,LeSean McCoy,BUF,RB,15,WAS,17,15,6300,19.9
4,16847,David Johnson,ARI,RB,16,GB,10,10,5800,19.5
5,16524,Devonta Freeman,ATL,RB,15,JAX,25,17,7500,19.4
6,16847,David Johnson,ARI,RB,15,PHI,27,20,5700,19.3
7,7580,DeAngelo Williams,PIT,RB,16,BAL,21,4,6500,19.1
8,2699,Matt Forte,CHI,RB,16,TB,17,8,6500,18.4
9,15018,Denard Robinson,JAX,RB,16,NO,32,32,5400,17.9
10,7580,DeAngelo Williams,PIT,RB,15,DEN,1,14,6600,17.6
11,14385,Doug Martin,TB,RB,16,CHI,15,20,6600,17.3
11,4807,Adrian Peterson,MIN,RB,16,NYG,31,22,7300,17.3
13,13791,Lamar Miller,MIA,RB,15,LAC,20,28,6300,16.9
14,15071,Latavius Murray,OAK,RB,16,LAC,16,28,5000,16.7
15,14385,Doug Martin,TB,RB,15,LAR,9,22,6600,16.6
16,15138,Eddie Lacy,GB,RB,15,OAK,24,16,5200,16.5
17,5820,Frank Gore,IND,RB,16,MIA,30,31,4000,16.2
18,13791,Lamar Miller,MIA,RB,16,IND,27,22,6400,16.1
19,2699,Matt Forte,CHI,RB,15,MIN,12,6,6500,16.0
19,15018,Denard Robinson,JAX,RB,15,ATL,11,31,4600,16.0
19,16307,Charcandrick West,KC,RB,16,CLE,28,25,5700,16.0
22,15071,Latavius Murray,OAK,RB,15,GB,9,13,4500,15.8
23,12239,Chris Ivory,NYJ,RB,15,DAL,10,27,5200,15.7
23,16307,Charcandrick West,KC,RB,15,BAL,23,4,4800,15.7
25,2262,Tim Hightower,NO,RB,15,DET,23,24,3900,15.6
25,2262,Tim Hightower,NO,RB,16,JAX,25,17,4500,15.6
27,16771,Todd Gurley,LAR,RB,15,TB,18,9,6700,15.3
27,16771,Todd Gurley,LAR,RB,16,SEA,2,1,6200,15.3
29,16915,Karlos Williams,BUF,RB,16,DAL,12,27,4500,14.5
30,16112,Jeremy Hill,CIN,RB,15,SF,26,32,5000,14.4
31,13741,Brandon Bolden,NE,RB,15,TEN,21,8,3200,13.3
32,16112,Jeremy Hill,CIN,RB,16,DEN,2,13,4900,12.5
33,16886,Javorius Allen,BAL,RB,15,KC,8,5,4500,12.1
34,15261,Spencer Ware,KC,RB,16,CLE,28,25,4000,11.2
35,16056,James White,NE,RB,16,NYJ,6,3,4700,11.0
36,8066,Darren McFadden,DAL,RB,16,BUF,22,19,4900,10.9
37,16886,Javorius Allen,BAL,RB,16,PIT,18,2,4200,10.8
38,12317,Danny Woodhead,LAC,RB,16,OAK,23,15,4400,10.6
39,13158,Shaun Draughn,SF,RB,15,CIN,4,12,4600,10.2
39,15126,Theo Riddick,DET,RB,15,NO,32,30,4000,10.2
41,12506,James Starks,GB,RB,15,OAK,24,16,4400,10.1
42,14916,Giovani Bernard,CIN,RB,16,DEN,2,13,4300,9.9
42,15126,Theo Riddick,DET,RB,16,SF,26,30,4100,9.9
44,5820,Frank Gore,IND,RB,15,HOU,14,19,4000,9.8
44,6198,Darren Sproles,PHI,RB,15,ARI,5,8,4200,9.8
46,14916,Giovani Bernard,CIN,RB,15,SF,26,32,4500,9.5
46,12800,Bilal Powell,NYJ,RB,16,NE,7,7,3900,9.5
48,8066,Darren McFadden,DAL,RB,15,NYJ,7,2,4900,9.4
48,16838,Duke Johnson,CLE,RB,15,SEA,2,1,3500,9.4
50,16867,Jeremy Langford,CHI,RB,15,MIN,12,6,3900,9.3
50,12317,Danny Woodhead,LAC,RB,15,MIA,29,29,4200,9.3
52,16776,Melvin Gordon,LAC,RB,15,MIA,29,29,3800,9.0
52,8649,Rashad Jennings,NYG,RB,16,MIN,12,8,3500,9.0
52,16867,Jeremy Langford,CHI,RB,16,TB,17,8,3400,9.0
55,16856,Matt Jones,WAS,RB,15,BUF,16,21,4000,8.8
56,15261,Spencer Ware,KC,RB,15,BAL,23,4,4000,8.7
56,16934,Cameron Artis-Payne,CAR,RB,16,ATL,11,29,4300,8.7
56,16609,Charles Sims,TB,RB,16,CHI,15,20,3300,8.7
56,12506,James Starks,GB,RB,16,ARI,5,6,3800,8.7
60,12780,Shane Vereen,NYG,RB,16,MIN,12,8,3900,8.6
61,16815,Ameer Abdullah,DET,RB,16,SF,26,30,3800,8.5
62,16163,Antonio Andrews,TEN,RB,16,HOU,9,15,3700,8.4
63,15102,Chris Thompson,WAS,RB,16,PHI,28,26,3000,8.0
63,6198,Darren Sproles,PHI,RB,16,WAS,19,16,4200,8.0
65,12239,Chris Ivory,NYJ,RB,16,NE,7,7,4700,7.9
65,16609,Charles Sims,TB,RB,15,LAR,9,22,3300,7.9
65,16838,Duke Johnson,CLE,RB,16,KC,8,5,3700,7.9
68,15020,CJ Anderson,DEN,RB,15,PIT,18,3,4000,7.8
68,8604,Donald Brown,LAC,RB,16,OAK,23,15,3000,7.8
68,14046,Ronnie Hillman,DEN,RB,16,CIN,3,11,4200,7.8
71,11256,Ryan Mathews,PHI,RB,16,WAS,19,16,3800,7.6
71,12800,Bilal Powell,NYJ,RB,15,DAL,10,27,3600,7.6
73,15256,Christine Michael,SEA,RB,16,LAR,14,24,4400,7.5
73,16056,James White,NE,RB,15,TEN,21,8,4600,7.5
75,15020,CJ Anderson,DEN,RB,16,CIN,3,11,3700,7.4
76,16163,Antonio Andrews,TEN,RB,15,NE,7,11,3600,7.3
76,14046,Ronnie Hillman,DEN,RB,15,PIT,18,3,4300,7.3
78,15616,Fozzy Whittaker,CAR,RB,15,NYG,30,24,3000,7.2
79,11256,Ryan Mathews,PHI,RB,15,ARI,5,8,4000,7.1
80,15138,Eddie Lacy,GB,RB,16,ARI,5,6,4900,6.9
80,8649,Rashad Jennings,NYG,RB,15,CAR,3,7,3500,6.9
82,13719,Bryce Brown,SEA,RB,15,CLE,28,26,null,6.8
82,15467,Kendall Gaskins,SF,FB,16,DET,24,22,3000,6.8
84,16815,Ameer Abdullah,DET,RB,15,NO,32,30,3900,6.7
84,12780,Shane Vereen,NYG,RB,15,CAR,3,7,3700,6.7
86,16127,Isaiah Crowell,CLE,RB,15,SEA,2,1,4000,6.6
86,12323,Joique Bell,DET,RB,16,SF,26,30,4000,6.6
88,5701,Fred Jackson,SEA,RB,15,CLE,28,26,4400,6.4
88,10949,CJ Spiller,NO,RB,15,DET,23,24,3200,6.4
90,14269,Alfred Morris,WAS,RB,16,PHI,28,26,3600,6.3
90,13124,DeMarco Murray,PHI,RB,15,ARI,5,8,4000,6.3
92,14719,Jonathan Grimes,HOU,RB,15,IND,31,23,3000,6.2
93,16189,Alfred Blue,HOU,RB,16,TEN,23,12,3700,6.1
93,12323,Joique Bell,DET,RB,15,NO,32,30,4100,6.1
95,16510,Jerick McKinnon,MIN,RB,16,NYG,31,22,3500,5.9
96,15224,Andre Ellington,ARI,RB,16,GB,10,10,3600,5.8
97,4738,Mike Tolbert,CAR,FB,15,NYG,30,24,3000,5.7
98,16127,Isaiah Crowell,CLE,RB,16,KC,8,5,3700,5.6
99,14872,Mike Gillislee,BUF,RB,16,DAL,12,27,4500,5.4
99,13719,Bryce Brown,SEA,RB,16,LAR,14,24,3600,5.4
101,13735,Chris Polk,HOU,RB,15,IND,31,23,3600,5.3
102,4738,Mike Tolbert,CAR,FB,16,ATL,11,29,3000,5.0
103,12985,DuJuan Harris,SEA,RB,15,CLE,18,3,4600,4.9
103,16909,Jay Ajayi,MIA,RB,16,IND,27,22,3000,4.9
105,5701,Fred Jackson,SEA,RB,16,LAR,14,24,3500,4.8
106,14788,Dan Herron,IND,RB,16,MIA,30,31,3200,4.7
107,14788,Dan Herron,IND,RB,15,HOU,14,19,3500,4.6
108,16934,Cameron Artis-Payne,CAR,RB,15,NYG,30,24,3000,4.5
108,13741,Brandon Bolden,NE,RB,16,NYJ,6,3,3800,4.5
108,15616,Fozzy Whittaker,CAR,RB,16,ATL,11,29,3600,4.5
111,13124,DeMarco Murray,PHI,RB,16,WAS,19,16,3800,4.3
112,16915,Karlos Williams,BUF,RB,15,WAS,17,15,3600,4.1
112,16626,Tre Mason,LAR,RB,15,TB,18,9,3000,4.1
114,14269,Alfred Morris,WAS,RB,15,BUF,16,21,3600,4.0
115,12985,DuJuan Harris,BAL,RB,16,PIT,24,22,null,3.9
116,14533,Robert Turbin,DAL,RB,16,BUF,22,19,3300,3.8
116,3382,Marcel Reece,OAK,FB,16,LAC,16,28,3000,3.8
118,14719,Jonathan Grimes,HOU,RB,16,TEN,23,12,3000,3.7
119,16142,Terrance West,BAL,RB,16,PIT,18,2,3900,3.6
120,14901,Kyle Juszczyk,BAL,FB,16,PIT,18,2,3000,3.4
121,14549,Joe Banyard,JAX,RB,16,NO,32,32,3000,3.3
122,14901,Kyle Juszczyk,BAL,FB,15,KC,8,5,3000,3.2
123,14352,Travaris Cadet,SF,RB,15,CIN,4,12,3000,3.1
123,16990,Joey Iosefa,TB,RB,16,CHI,null,null,3800,3.1
125,16008,Orleans Darkwa,NYG,RB,15,CAR,3,7,3300,3.0
125,16008,Orleans Darkwa,NYG,RB,16,MIN,12,8,3300,3.0
127,1652,Steven Jackson,NE,RB,16,NYJ,6,3,null,2.9
128,16510,Jerick McKinnon,MIN,RB,15,CHI,15,17,3000,2.8
128,16178,Bishop Sankey,TEN,RB,15,NE,7,11,3000,2.8
128,13255,Matt Asiata,MIN,RB,16,NYG,31,22,3000,2.8
131,15256,Christine Michael,WAS,RB,15,BUF,28,26,null,2.7
131,17089,Terron Ward,ATL,RB,16,CAR,3,11,3000,2.7
133,3382,Marcel Reece,OAK,FB,15,GB,9,13,3000,2.6
133,16178,Bishop Sankey,TEN,RB,16,HOU,9,15,3000,2.6
133,17199,Akeem Hunt,HOU,RB,16,TEN,23,12,3000,2.6
133,13446,Bruce Miller,SF,FB,16,DET,24,22,3000,2.6
133,16427,Ka'Deem Carey,CHI,RB,16,TB,17,8,3000,2.6
133,15207,Benjamin Cunningham,LAR,RB,16,SEA,2,1,3000,2.6
133,16626,Tre Mason,LAR,RB,16,SEA,2,1,3000,2.6
140,15207,Benjamin Cunningham,LAR,RB,15,TB,18,9,3000,2.5
140,14872,Mike Gillislee,BUF,RB,15,WAS,17,15,3000,2.5
140,8604,Donald Brown,LAC,RB,15,MIA,29,29,3000,2.5
143,13063,Taiwan Jones,OAK,RB,15,GB,9,13,3000,2.4
143,16287,Juwan Thompson,DEN,RB,15,PIT,18,3,3000,2.4
145,13255,Matt Asiata,MIN,RB,15,CHI,15,17,3000,2.3
145,14789,Jamize Olawale,OAK,FB,15,GB,9,13,3000,2.3
147,16909,Jay Ajayi,MIA,RB,15,LAC,20,28,3000,2.2
147,16240,Zurlon Tipton,IND,RB,15,HOU,14,19,3200,2.2
149,16189,Alfred Blue,HOU,RB,15,IND,31,23,3700,2.0
149,16142,Terrance West,BAL,RB,15,KC,8,5,3500,2.0
149,13735,Chris Polk,HOU,RB,16,TEN,23,12,3300,2.0
149,16031,Damien Williams,MIA,RB,15,LAC,20,28,3000,2.0
149,13446,Bruce Miller,SF,FB,15,CIN,4,12,3000,2.0
154,16898,David Cobb,TEN,RB,15,NE,7,11,3200,1.9
154,16898,David Cobb,TEN,RB,16,HOU,9,15,3000,1.9
154,16402,Andre Williams,NYG,RB,16,MIN,12,8,3000,1.9
154,16031,Damien Williams,MIA,RB,16,IND,27,22,3000,1.9
158,14533,Robert Turbin,DAL,RB,15,NYJ,7,2,3500,1.8
158,14352,Travaris Cadet,SF,RB,16,DET,25,17,3000,1.8
158,15555,Zach Line,MIN,FB,16,NYG,31,22,3000,1.8
158,1589,John Kuhn,GB,FB,16,ARI,5,6,3000,1.8
162,14891,Tommy Bohanon,NYJ,FB,15,DAL,10,27,3000,1.7
162,14786,Patrick DiMarco,ATL,FB,15,JAX,25,17,3000,1.7
162,14786,Patrick DiMarco,ATL,FB,16,CAR,3,11,3000,1.7
165,16834,Tevin Coleman,ATL,RB,15,JAX,25,17,3500,1.6
166,15010,Kerwynn Williams,ARI,RB,15,PHI,27,20,3000,1.5
167,16402,Andre Williams,NYG,RB,15,CAR,3,7,3000,1.4
167,13063,Taiwan Jones,OAK,RB,16,LAC,16,28,3000,1.4
169,15230,Stepfan Taylor,ARI,RB,15,PHI,27,20,3000,1.2
170,12774,Stevan Ridley,NYJ,RB,15,DAL,10,27,3000,1.1
170,14789,Jamize Olawale,OAK,FB,16,LAC,16,28,3000,1.1
172,14917,Rex Burkhead,CIN,RB,15,SF,26,32,3000,1.0
172,12774,Stevan Ridley,NYJ,RB,16,NE,7,7,3000,1.0
172,12285,Anthony Dixon,BUF,RB,16,DAL,12,27,null,1.0
172,15631,Derrick Coleman,SEA,FB,16,LAR,14,24,3300,1.0
176,16699,Fitzgerald Toussaint,PIT,RB,15,DEN,1,14,3000,0.9
176,15010,Kerwynn Williams,ARI,RB,16,GB,10,10,3000,0.9
176,16699,Fitzgerald Toussaint,PIT,RB,16,BAL,21,4,3000,0.9
179,15467,Kendall Gaskins,SF,FB,15,CIN,4,12,3000,0.8
179,15230,Stepfan Taylor,ARI,RB,16,GB,10,10,3000,0.8
181,15631,Derrick Coleman,SEA,FB,15,CLE,28,26,3500,0.7
181,1589,John Kuhn,GB,FB,15,OAK,24,16,3000,0.7
183,15555,Zach Line,MIN,FB,15,CHI,15,17,3000,0.6
183,12285,Anthony Dixon,BUF,RB,15,WAS,17,15,null,0.6
183,11969,Darrel Young,WAS,FB,16,PHI,28,26,3000,0.6
183,14891,Tommy Bohanon,NYJ,FB,16,NE,7,7,3000,0.6
183,14620,Will Johnson,PIT,FB,16,BAL,21,4,3000,0.6
188,16427,Ka'Deem Carey,CHI,RB,15,MIN,12,6,3000,0.5
188,15185,Kenjon Barner,PHI,RB,15,ARI,5,8,3000,0.5
188,11969,Darrel Young,WAS,FB,15,BUF,16,21,3000,0.5
188,13440,Kendall Hunter,NO,RB,15,DET,23,24,null,0.5
188,15185,Kenjon Barner,PHI,RB,16,WAS,19,16,3000,0.5
188,13440,Kendall Hunter,NO,RB,16,JAX,25,17,3000,0.5
188,16928,Michael Burton,DET,FB,16,SF,26,30,3000,0.5
188,14917,Rex Burkhead,CIN,RB,16,DEN,2,13,3000,0.5
196,13852,Bobby Rainey,TB,RB,15,LAR,9,22,3000,0.4
196,13418,Anthony Sherman,KC,FB,15,BAL,23,4,3000,0.4
196,15045,Knile Davis,KC,RB,15,BAL,23,4,3000,0.4
196,11737,Cedric Peerman,CIN,RB,15,SF,26,32,3000,0.4
196,15045,Knile Davis,KC,RB,16,CLE,28,25,3000,0.4
196,13852,Bobby Rainey,TB,RB,16,CHI,15,20,3000,0.4
196,17026,John Crockett,GB,RB,16,ARI,5,6,3000,0.4
203,13527,Tyler Clutts,DAL,FB,15,NYJ,7,2,3000,0.3
203,16210,Jay Prosch,HOU,FB,15,IND,31,23,3000,0.3
203,16869,Jalston Fowler,TEN,RB,15,NE,7,11,3000,0.3
203,733,Jerome Felton,BUF,FB,15,WAS,17,15,3000,0.3
203,14620,Will Johnson,PIT,FB,15,DEN,1,14,3000,0.3
203,15191,Austin Johnson,NO,FB,15,DET,23,24,3000,0.3
203,16210,Jay Prosch,HOU,FB,16,TEN,23,12,3000,0.3
203,16869,Jalston Fowler,TEN,RB,16,HOU,9,15,3000,0.3
203,13418,Anthony Sherman,KC,FB,16,CLE,28,25,3000,0.3
203,733,Jerome Felton,BUF,FB,16,DAL,12,27,3000,0.3
203,13527,Tyler Clutts,DAL,FB,16,BUF,22,19,3000,0.3
203,16287,Juwan Thompson,DEN,RB,16,CIN,3,11,3000,0.3
215,14538,Jorvorskie Lane,TB,FB,15,LAR,9,22,3000,0.2
215,15596,Chase Reynolds,LAR,RB,15,TB,18,9,3000,0.2
215,15202,Mike James,TB,RB,15,LAR,9,22,null,0.2
215,16120,Nikita Whitlock,NYG,RB,15,CAR,3,7,3000,0.2
215,15191,Austin Johnson,NO,FB,16,JAX,25,17,3000,0.2
215,15202,Mike James,TB,RB,16,CHI,15,20,null,0.2
215,15596,Chase Reynolds,LAR,RB,16,SEA,2,1,3000,0.2
215,11737,Cedric Peerman,CIN,RB,16,DEN,2,13,3000,0.2
223,17101,Trey Williams,NE,RB,15,TEN,20,28,null,0.1
223,14538,Jorvorskie Lane,TB,FB,16,CHI,15,20,3000,0.1
225,11439,Antone Smith,CHI,RB,15,MIN,12,6,3000,0.0
225,17089,Terron Ward,ATL,RB,15,JAX,25,17,3000,0.0
225,14549,Joe Banyard,JAX,RB,15,ATL,11,31,3000,0.0
225,14687,Bernard Pierce,JAX,RB,15,ATL,11,31,null,0.0
225,16797,TJ Yeldon,JAX,RB,15,ATL,11,31,4900,0.0
225,13991,Vick Ballard,IND,RB,15,HOU,null,null,null,0.0
225,16965,Josh Robinson,IND,RB,15,HOU,14,19,null,0.0
225,6828,Chris Johnson,ARI,RB,15,PHI,27,20,null,0.0
225,15224,Andre Ellington,ARI,RB,15,PHI,27,20,3500,0.0
225,5451,Jonathan Stewart,CAR,RB,15,NYG,30,24,6000,0.0
225,11220,Dexter McCluster,TEN,RB,15,NE,7,11,3000,0.0
225,12296,LeGarrette Blount,NE,RB,15,TEN,21,8,4400,0.0
225,15102,Chris Thompson,WAS,RB,15,BUF,16,21,3000,0.0
225,13800,Marcus Thigpen,BUF,RB,15,WAS,17,24,3000,0.0
225,17217,Raheem Mostert,BAL,RB,15,KC,2,1,3000,0.0
225,12386,Marshawn Lynch,SEA,RB,15,CLE,28,26,6500,0.0
225,12649,Will Tukuafu,SEA,FB,15,CLE,28,26,3000,0.0
225,16740,Glenn Winston,CLE,RB,15,SEA,2,1,3000,0.0
225,14696,Daryl Richardson,CLE,RB,15,SEA,2,1,null,0.0
225,16966,Aaron Ripkowski,GB,FB,15,OAK,24,16,3000,0.0
225,17026,John Crockett,GB,RB,15,OAK,24,16,3000,0.0
225,16855,Ty Montgomery,GB,RB,15,OAK,24,11,3000,0.0
225,13163,Roy Helu,OAK,RB,15,GB,9,13,3000,0.0
225,17234,Alonzo Harris,GB,RB,15,OAK,null,null,null,0.0
225,13102,Jordan Todman,PIT,RB,15,DEN,1,14,3000,0.0
225,14421,Isaiah Pead,PIT,RB,15,DEN,null,null,null,0.0
225,16732,Demitrius Bronson,MIA,RB,15,LAC,null,null,null,0.0
225,14501,LaMichael James,MIA,RB,15,LAC,null,null,null,0.0
225,14821,Edwin Baker,NO,RB,15,DET,null,null,null,0.0
225,15497,George Winn,DET,RB,15,NO,32,30,3000,0.0
225,16928,Michael Burton,DET,FB,15,NO,32,30,3000,0.0
225,16989,Marcus Murphy,NO,RB,15,DET,23,24,3000,0.0
225,16776,Melvin Gordon,LAC,RB,16,OAK,23,15,3800,0.0
225,13163,Roy Helu,OAK,RB,16,LAC,16,28,3000,0.0
225,16856,Matt Jones,WAS,RB,16,PHI,28,26,3800,0.0
225,16740,Glenn Winston,CLE,RB,16,KC,8,5,3000,0.0
225,14696,Daryl Richardson,CLE,RB,16,KC,8,5,3000,0.0
225,17217,Raheem Mostert,CLE,RB,16,KC,8,5,3000,0.0
225,16965,Josh Robinson,IND,RB,16,MIA,30,31,null,0.0
225,14501,LaMichael James,MIA,RB,16,IND,null,null,null,0.0
225,16240,Zurlon Tipton,IND,RB,16,MIA,null,null,3000,0.0
225,16797,TJ Yeldon,JAX,RB,16,NO,32,32,4900,0.0
225,10949,CJ Spiller,NO,RB,16,JAX,25,17,3500,0.0
225,15497,George Winn,DET,RB,16,SF,26,30,3000,0.0
225,13158,Shaun Draughn,SF,RB,16,DET,24,22,4500,0.0
225,11932,LeSean McCoy,BUF,RB,16,DAL,12,27,6600,0.0
225,13800,Marcus Thigpen,BUF,RB,16,DAL,12,5,3000,0.0
225,17360,Rod Smith,DAL,RB,16,BUF,22,19,3000,0.0
225,11439,Antone Smith,CHI,RB,16,TB,17,8,3000,0.0
225,5451,Jonathan Stewart,CAR,RB,16,ATL,11,29,6000,0.0
225,16834,Tevin Coleman,ATL,RB,16,CAR,3,11,3400,0.0
225,16120,Nikita Whitlock,NYG,RB,16,MIN,12,8,3000,0.0
225,12386,Marshawn Lynch,SEA,RB,16,LAR,14,24,6500,0.0
225,12649,Will Tukuafu,SEA,FB,16,LAR,14,24,3000,0.0
225,6828,Chris Johnson,ARI,RB,16,GB,10,10,null,0.0
225,16966,Aaron Ripkowski,GB,FB,16,ARI,5,6,3000,0.0
225,16855,Ty Montgomery,GB,RB,16,ARI,5,9,3000,0.0
225,17234,Alonzo Harris,GB,RB,16,ARI,4,13,null,0.0
225,13102,Jordan Todman,PIT,RB,16,BAL,21,4,3000,0.0
225,17016,Terrence Magee,BAL,RB,16,PIT,18,2,3000,0.0
1,16524,Devonta Freeman,ATL,RB,17,NO,32,30,7600,23.4
2,7580,DeAngelo Williams,PIT,RB,17,CLE,27,22,7100,19.8
3,16847,David Johnson,ARI,RB,17,SEA,1,1,6000,18.8
4,4807,Adrian Peterson,MIN,RB,17,GB,12,15,7200,17.7
5,2262,Tim Hightower,NO,RB,17,ATL,9,28,5500,17.2
6,8066,Darren McFadden,DAL,RB,17,WAS,21,18,4900,16.8
7,12239,Chris Ivory,NYJ,RB,17,BUF,17,17,4400,15.7
8,16307,Charcandrick West,KC,RB,17,OAK,23,16,5700,15.4
9,13791,Lamar Miller,MIA,RB,17,NE,10,7,6200,15.2
10,16056,James White,NE,RB,17,MIA,29,32,5000,15.1
11,16915,Karlos Williams,BUF,RB,17,NYJ,6,2,4800,15.0
12,16112,Jeremy Hill,CIN,RB,17,BAL,19,6,4700,14.3
13,15138,Eddie Lacy,GB,RB,17,MIN,11,10,4500,14.1
14,16626,Tre Mason,LAR,RB,17,SF,25,31,3000,13.9
15,11256,Ryan Mathews,PHI,RB,17,NYG,31,25,3600,13.1
16,12317,Danny Woodhead,LAC,RB,17,DEN,2,10,5000,10.7
17,15126,Theo Riddick,DET,RB,17,CHI,15,23,4000,10.6
18,16886,Javorius Allen,BAL,RB,17,CIN,5,13,4400,10.4
19,14385,Doug Martin,TB,RB,17,CAR,4,11,6700,10.2
20,8649,Rashad Jennings,NYG,RB,17,PHI,30,26,3700,10.1
21,5820,Frank Gore,IND,RB,17,TEN,22,9,4000,10.0
22,14916,Giovani Bernard,CIN,RB,17,BAL,19,6,4100,9.8
23,15071,Latavius Murray,OAK,RB,17,KC,8,4,5200,9.7
24,16609,Charles Sims,TB,RB,17,CAR,4,11,3900,9.5
25,16867,Jeremy Langford,CHI,RB,17,DET,24,20,3900,9.2
